,fsq_id,categorias,nome,lat,lon,endereco,cidade,bairro,cat_nome,cat_id,cat_sup
0,4c30afa6452620a139721f0f,"[{'id': 13083, 'name': 'Churrascaria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",Churrascaria Pastoriza,-30.158138,-51.19427,"Avenida Juca Batista, 4023, Porto Alegre, RS, 91755-000",Porto Alegre,,Churrascaria,13083,Food
1,4d6a7586342b8cfad31cd72c,"[{'id': 13079, 'name': 'Brazilian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}, {'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}]",Biskaia,-30.157387,-51.196786,"Avenida Juca Batista, 3782, Porto Alegre, RS, 91755-000",Porto Alegre,,Brazilian Restaurant,13079,Food
2,4e7e51be61af0051f2f60efe,"[{'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",J. Carboni Supermercado,-30.157197,-51.197027,"Avenida Juca Batista, 3821, Porto Alegre, RS, 91755-000",Porto Alegre,Hípica,Grocery Store / Supermarket,17069,Residences
3,590257a9e185f3577bacba57,"[{'id': 13048, 'name': 'Pie Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pieshop_', 'suffix': '.png'}}]",Bella Gula,-30.158703,-51.193424,"Zaffari, Porto Alegre, RS, 91770-001",Porto Alegre,Hípica,Pie Shop,13048,Food
4,4f3a8595e4b01190396d76c1,"[{'id': 11045, 'name': 'Bank', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/financial_', 'suffix': '.png'}}]",CAIXA,-30.1583,-51.195022,"Rua Doutor Hermes Pacheco, 25 (Ag. Ag: 3481 - Hípica), Porto Alegre, RS, 91755-010",Porto Alegre,,Bank,11045,Colleges & Universities
5,5dfa4199c83bc80008145531,"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",Burger King,-30.158838,-51.193275,Rio Grande do Sul,,,Fast Food Restaurant,13145,Food
6,508161dfe4b01d45a112f0d5,"[{'id': 11061, 'name': 'Health and Beauty Service', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}}]",Allier Estética,-30.159175,-51.188413,,,,Health and Beauty Service,11061,Colleges & Universities
7,505cd16ce4b08dae9ab357de,"[{'id': 16041, 'name': 'Plaza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}]",Praça do Meio,-30.155794,-51.197901,,,,Plaza,16041,Professional & Other Places
8,4e6ea9483151e3d6e7c85b26,"[{'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",Asun,-30.158746,-51.192122,"Avenida Juca Batista, 4246, Porto Alegre, RS, 91755-000",Porto Alegre,,Grocery Store / Supermarket,17069,Residences
9,4bdb7677383276b0abb27369,"[{'id': 18000, 'name': 'Sports and Recreation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}}]",Sociedade Hípica Porto Alegrense,-30.160931,-51.186372,"Avenida Juca Batista, 4931, Porto Alegre, RS, 91780-070",Porto Alegre,,Sports and Recreation,18000,Shops & Services
10,4d39951d687ca35d7be080c4,"[{'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}, {'id': 13083, 'name': 'Churrascaria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",Churrascaria Arizona,-30.064967,-51.156274,"Avenida Bento Gonçalves, 6117, Porto Alegre, RS, 91540-000",Porto Alegre,,BBQ Joint,13026,Food
11,4e0f3f75c65ba20da2283491,"[{'id': 11028, 'name': 'Construction', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}}]",Caçula Centermat,-30.065673,-51.151955,"Avenida Bento Gonçalves, 6385, Porto Alegre, RS",Porto Alegre,,Construction,11028,Colleges & Universities
12,51419726e4b097850721c7ba,"[{'id': 17098, 'name': 'Music Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/music_instruments_', 'suffix': '.png'}}]",Casa da Gaita Ponto,-30.064295,-51.14985,"Avenida Ipiranga, 8856, Porto Alegre, RS, 91530-000",Porto Alegre,,Music Store,17098,Residences
13,4d978fa061a3a1cdc0e1b842,"[{'id': 16041, 'name': 'Plaza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}]",Praça Darcy Azambuja,-30.063379,-51.156644,"Rua Doutor Fernando Ortiz Schneider, Porto Alegre, RS",Porto Alegre,,Plaza,16041,Professional & Other Places
14,4da4f6b44b22546389c564f2,"[{'id': 11038, 'name': 'Event Service', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/event/default_', 'suffix': '.png'}}]",Fantasy Festerê,-30.058466,-51.153837,"Avenida Ipiranga, 8325, Porto Alegre, RS, 91530-001",Porto Alegre,,Event Service,11038,Colleges & Universities
15,5228c442498eb44f2620aa8b,"[{'id': 17005, 'name': 'Automotive Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Renault Minuto,-30.056953,-51.157316,"Avenida Ipiranga, 8185, Porto Alegre, RS, 91530-000",Porto Alegre,Partenon,Automotive Retail,17005,Residences
16,5468b8dc498e7f14d7d0037c,"[{'id': 13145, 'name': 'Fast Food Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}}, {'id': 13039, 'name': 'Deli', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}}]",Subway,-30.061925,-51.162423,"Avenida Bento Gonçalves, 5300 (Posto Intercap), Porto Alegre, RS, 91540-000",Porto Alegre,,Fast Food Restaurant,13145,Food
17,53432a7c498e1ea744b66efe,"[{'id': 10000, 'name': 'Arts and Entertainment', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_', 'suffix': '.png'}}]",Praça da Escadaria,-30.063379,-51.156644,"Nero José da Silva, Porto Alegre, RS",Porto Alegre,Partenon,Arts and Entertainment,10000,Arts & Entertainment
18,4cf94b5e2d80a14384e03cd8,"[{'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",Supermercado Gauchão,-30.055909,-51.147275,"Avenida Antônio Carvalho, 1515, Porto Alegre, RS, 91430-001",Porto Alegre,,Grocery Store / Supermarket,17069,Residences
19,500e9f8ce4b0294018e799ea,"[{'id': 17060, 'name': 'Candy Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/candystore_', 'suffix': '.png'}}]",Mercado e Padaria Pão Quente,-30.057866,-51.160893,,,,Candy Store,17060,Residences
20,4d4ff26d747f6dcbe2e8afd4,"[{'id': 17056, 'name': 'Flower Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/flowershop_', 'suffix': '.png'}}]",RodaFlores,-29.974737,-51.173488,"Avenida Fernando Ferrari, 280-356, Porto Alegre, RS, 90200-041",Porto Alegre,Anchieta,Flower Store,17056,Residences
21,4f7dbc8fe4b0ffda0f0086bc,"[{'id': 13079, 'name': 'Brazilian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}]",Sabor & Conquista,-29.975187,-51.173196,"Avenida Jaime Vignoli, 495, Porto Alegre, RS, 90200-110",Porto Alegre,,Brazilian Restaurant,13079,Food
22,50f53a29e4b0e117bc61fbd3,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 17057, 'name': 'Food and Beverage Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/foodanddrink_', 'suffix': '.png'}}]",Irmãos Ferraro - Cervejaria Puramente Artesanal,-29.977525,-51.175029,"Praça Jorge Godofredo Felizardo, 70, Porto Alegre, RS, 91350-250",Porto Alegre,,Brewery,13029,Food
23,4f75b45de4b09b0529746792,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Cervejaria Baldhead,-29.976878,-51.172643,"Rua Vitor Valpirio, 350, Porto Alegre, RS, 90200-230",Porto Alegre,,Brewery,13029,Food
24,51e2c381498ebf0d29b6a82b,"[{'id': 18064, 'name': 'Soccer Field', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_', 'suffix': '.png'}}]",Ruazinha da Arena do Tricolor,-29.975343,-51.174692,,,,Soccer Field,18064,Shops & Services
25,4e70bc42b99302402c66cf0a,"[{'id': 17005, 'name': 'Automotive Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",K. E. Mercedes,-29.978256,-51.174438,RS,,,Automotive Retail,17005,Residences
26,52f8c8d311d2ba07cf75a061,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",Cervejaria Tupiniquim,-29.978137,-51.173502,"Rua Ângelo Dourado, 205, Porto Alegre, RS, 90200-060",Porto Alegre,,Brewery,13029,Food
27,4cd5a7732944b1f7b3735eec,"[{'id': 13029, 'name': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}}]",Seasons Craft Brewery,-29.978183,-51.173628,"Rua Ângelo Dourado, 185, Porto Alegre, RS, 90200-060",Porto Alegre,,Brewery,13029,Food
28,4e9737868231e0b8aecd59a0,"[{'id': 17101, 'name': 'Garden Center', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/gardencenter_', 'suffix': '.png'}}]",Siga Gastronomia,-29.975304,-51.173822,"Avenida Fernando Ferrari, 330, Porto Alegre, RS, 90200-041",Porto Alegre,,Garden Center,17101,Residences
29,4fcf77e0e4b01e8cab648a27,"[{'id': 13079, 'name': 'Brazilian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}]",Comer Bem,-29.978641,-51.174577,"Avenida Jaime Vignoli, 117, Porto Alegre, RS, 90200-110",Porto Alegre,,Brazilian Restaurant,13079,Food
30,4cd6e1e0fb595481866ae650,"[{'id': 16022, 'name': 'Island', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/neighborhood_', 'suffix': '.png'}}]",Ilha Grande dos Marinheiros,-29.99245,-51.224367,"Porto Alegre, RS",Porto Alegre,,Island,16022,Professional & Other Places
31,52ab1f0511d22adbbde41bdd,"[{'id': 16022, 'name': 'Island', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/neighborhood_', 'suffix': '.png'}}]",Trinca,-29.996331,-51.223717,,,,Island,16022,Professional & Other Places
32,52adbd6b498ef5e779bc67f5,"[{'id': 16018, 'name': 'Harbor / Marina', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",Sociedade Náutica Navegantes São João,-29.992334,-51.219733,,,,Harbor / Marina,16018,Professional & Other Places
33,517eeb8a498e4a3be04d3f73,"[{'id': 17005, 'name': 'Automotive Retail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/automotive_', 'suffix': '.png'}}]",Oficina do Renatinho,-29.998566,-51.223746,"Rua João Ignacio de Oliveira, Porto Alegre, RS",Porto Alegre,,Automotive Retail,17005,Residences
34,4d596e551d4a8cfadc608ced,"[{'id': 16022, 'name': 'Island', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/neighborhood_', 'suffix': '.png'}}]",Ilha do Pavão,-29.99817,-51.21777,"Delta do Jacuí, Porto Alegre, RS",Porto Alegre,,Island,16022,Professional & Other Places
35,543dabae498e61ef0cc3af80,"[{'id': 11000, 'name': 'Business and Professional Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}}]",La Griffe,-29.988506,-51.218178,PR,,,Business and Professional Services,11000,Colleges & Universities
36,50f13c62e4b0b237ba03413c,"[{'id': 16000, 'name': 'Landmarks and Outdoors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/default_', 'suffix': '.png'}}]",Pampas,-29.988268,-51.23717,"Porto Alegre, RS, 30620-110",Porto Alegre,,Landmarks and Outdoors,16000,Professional & Other Places
37,4fe7418ae4b04d88c69ec615,"[{'id': 16018, 'name': 'Harbor / Marina', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",Marina São João,-29.9957,-51.214504,,,,Harbor / Marina,16018,Professional & Other Places
38,51290466e4b01eb92f0443fe,"[{'id': 16018, 'name': 'Harbor / Marina', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/harbor_', 'suffix': '.png'}}]",Vedana,-29.986199,-51.239845,,,,Harbor / Marina,16018,Professional & Other Places
39,5259404b11d2c946a3ad673c,"[{'id': 13079, 'name': 'Brazilian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}]",Restaurante e Lancheria SANTA CRUZ,-30.006444,-51.22723,"Porto Alegre, RS",Porto Alegre,,Brazilian Restaurant,13079,Food
40,59d113932496234a126e5f38,"[{'id': 13302, 'name': 'Mediterranean Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}}]",Xavier - Cozinha Mediterrânea,-30.021399,-51.190836,"Rua Auxiliadora, 260, Porto Alegre, RS, 90540-120",Porto Alegre,,Mediterranean Restaurant,13302,Food
41,4d72c5dcd976236af2020c79,"[{'id': 13236, 'name': 'Italian Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}}]",Casa Vecchia,-30.020882,-51.19125,"Rua Auxiliadora, 176, Porto Alegre, RS, 90540-120",Porto Alegre,,Italian Restaurant,13236,Food
42,4efe2a828b81b019094f3ffa,"[{'id': 17068, 'name': 'Gourmet Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_', 'suffix': '.png'}}, {'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",Mercado La Boqueria,-30.02055,-51.188505,"Rua Corcovado, 80, Porto Alegre, RS, 90540-100",Porto Alegre,,Gourmet Store,17068,Residences
43,4b258506f964a5203c7324e3,"[{'id': 13099, 'name': 'Chinese Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}}]",You Yi,-30.021611,-51.192335,"Rua Cândido Silveira, 242, Porto Alegre, RS, 90540-010",Porto Alegre,,Chinese Restaurant,13099,Food
44,4e601092b61cd78087850888,"[{'id': 13165, 'name': 'German Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/german_', 'suffix': '.png'}}]",Rocks Bar e Restaurante,-30.021611,-51.192335,"Rua Cândido Silveira, 246, Porto Alegre, RS, 90540-010",Porto Alegre,,German Restaurant,13165,Food
45,558eb505498ec84c9fa42e33,"[{'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}]",Severo Burger,-30.022226,-51.189442,"Rua Marcelo Gama, 1403, Porto Alegre, RS, 90540-040",Porto Alegre,,Burger Joint,13031,Food
46,506a2b23e4b0bdc21b3f7a80,"[{'id': 11064, 'name': 'Hair Salon', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}}]",Cubo,-30.017456,-51.190242,"Avenida Cristóvão Colombo, 3000 - 9º (9º andar), Porto Alegre, RS, 90560-005",Porto Alegre,,Hair Salon,11064,Colleges & Universities
47,575842b0498e2cdd3494d23a,"[{'id': 13034, 'name': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Queen's Park Bikes,-30.022378,-51.192304,"Rua Vinte e Quatro de Outubro, 1623, Porto Alegre, RS, 90510-003",Porto Alegre,,Café,13034,Food
48,54774117498ea9baa8c09147,"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Cristina Bistrô Café e Eventos,-30.017832,-51.190816,"Avenida Cristóvão Colombo, 2977, Porto Alegre, RS, 90560-005",Porto Alegre,Auxiliadora,Bistro,13027,Food
49,51e0becc498ec9ee2b614081,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Tartare Restaurante,-30.020807,-51.193793,"Avenida Mariland, 696 (R. Mata Bacelar), Porto Alegre, RS, 90440-190",Porto Alegre,,Restaurant,13065,Food
50,5076fddd183fec9d65bc6b77,"[{'id': 18025, 'name': 'Dance Studio', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_', 'suffix': '.png'}}]",Gafieira Club - Dança de Salão,-30.049194,-51.21419,"Rua Professor Freitas e Castro, 327, Porto Alegre, RS, 90040-400",Porto Alegre,Azenha,Dance Studio,18025,Shops & Services
51,5008287ee4b080f3fddcbe55,"[{'id': 18000, 'name': 'Sports and Recreation', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_', 'suffix': '.png'}}]",Filipinas Skate Shop,-30.052702,-51.214208,"Rua Barão do Triunfo, 712, Porto Alegre, RS, 90130-100",Porto Alegre,,Sports and Recreation,18000,Shops & Services
52,4bba71f0cf2fc9b61494a102,"[{'id': 18025, 'name': 'Dance Studio', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_', 'suffix': '.png'}}]",Cadica Danças e Ritmos,-30.051072,-51.219046,"Rua General Caldwell, 866, Porto Alegre, RS, 90130-050",Porto Alegre,,Dance Studio,18025,Shops & Services
53,4d65085b601d88bf237cbfbb,"[{'id': 17119, 'name': 'Bicycle Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}}]",Cidade da Bicicleta,-30.050404,-51.218585,"Rua Marcílio Dias, 1091, Porto Alegre, RS, 90130-001",Porto Alegre,,Bicycle Store,17119,Residences
54,4d7bc69bea35236ad23b4c23,"[{'id': 11064, 'name': 'Hair Salon', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}}]",Estúdio Babu Art Fashion,-30.052907,-51.214465,"Rua Br Triunfo, 695, Porto Alegre, RS, 90130-101",Porto Alegre,,Hair Salon,11064,Colleges & Universities
55,4d4038febd53f04d584b4215,"[{'id': 13030, 'name': 'Buffet', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}, {'id': 13297, 'name': 'Latin American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/latinamerican_', 'suffix': '.png'}}]",Definitivo Restaurante,-30.052852,-51.214773,"Rua Barão do Triunfo, 665, Porto Alegre, RS, 90130-101",Porto Alegre,,Buffet,13030,Food
56,596793d0c876c8426a78a166,"[{'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",O Ipiranga Restaurante,-30.048097,-51.213773,"Avenida Ipiranga, 1555 (Av. Azenha), Porto Alegre, RS, 90160-093",Porto Alegre,,Restaurant,13065,Food
57,4bbb5a517421a593f1b4c440,"[{'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}, {'id': 13083, 'name': 'Churrascaria', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/argentinian_', 'suffix': '.png'}}, {'id': 13383, 'name': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}}]",Costela no Rolete,-30.050094,-51.219566,"Rua Marcílio Dias, 965 (R. Tibério Bagnati), Porto Alegre, RS, 90130-001",Porto Alegre,,BBQ Joint,13026,Food
58,4dd69081d1647fcf3e346cc6,"[{'id': 11064, 'name': 'Hair Salon', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}}]",Ella Cabeleireiros Estética & Bronzeamento,-30.049159,-51.217913,"Avenida Érico Veríssimo, 452, Porto Alegre, RS, 90160-180",Porto Alegre,,Hair Salon,11064,Colleges & Universities
59,4d9893bd61a3a1cde294d042,"[{'id': 13026, 'name': 'BBQ Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bbqalt_', 'suffix': '.png'}}]",ChefCarnes,-30.053113,-51.217018,"Rua General Caldwell, 1095, Porto Alegre, RS, 90130-050",Porto Alegre,,BBQ Joint,13026,Food
60,5352d0ba498ef40efbd4b401,"[{'id': 17035, 'name': 'Drugstore', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pharmacy_', 'suffix': '.png'}}]",Panvel,-30.033901,-51.190349,"Rua Casemiro de Abreu, 1755 (R. Eng. Teixeira Soares), Porto Alegre, RS",Porto Alegre,Boa Vista,Drugstore,17035,Residences
61,5737b723498ecdd1da96cb9d,"[{'id': 13002, 'name': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}}, {'id': 13031, 'name': 'Burger Joint', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}}, {'id': 13068, 'name': 'American Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Compania - Tudo Sobre Pão,-30.036936,-51.192273,"Rua Jaraguá, 105, Porto Alegre, RS, 90450-140",Porto Alegre,Bela Vista,Bakery,13002,Food
62,52a37e8d11d21823561d96d6,"[{'id': 13046, 'name': 'Ice Cream Parlor', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/icecream_', 'suffix': '.png'}}, {'id': 13065, 'name': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Feito de Sorvete,-30.036875,-51.193326,"Rua Barão de Ubá, 110, Porto Alegre, RS, 90450-090",Porto Alegre,,Ice Cream Parlor,13046,Food
63,4d109b7538bb6ea8cf4cc5aa,"[{'id': 17069, 'name': 'Grocery Store / Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}}]",Mini Mercado Ferrari,-30.037099,-51.193025,"Rua Barão de Ubá, 75, Porto Alegre, RS, 90450-090",Porto Alegre,Bela Vista,Grocery Store / Supermarket,17069,Residences
64,4f9b272ce4b0b34c42eaa446,"[{'id': 17052, 'name': ""Women's Store"", 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_', 'suffix': '.png'}}]",Twin Set,-30.03354,-51.19226,"Rua Casemiro de Abreu, 1530, Porto Alegre, RS, 90420-000",Porto Alegre,,Women's Store,17052,Residences
65,4bf083301f17ef3b5eca9bc8,"[{'id': 16041, 'name': 'Plaza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}]",Praça Carlos Simão Arnt (Praça Carlos Simão Arnt (Praça da Encol)),-30.036227,-51.186967,"Avenida Nilópolis (Av. Ijui), Porto Alegre, RS, 90460-050",Porto Alegre,,Plaza,16041,Professional & Other Places
66,539a5d86498ee5525ab1f718,"[{'id': 13027, 'name': 'Bistro', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}}]",Tempero Santo,-30.037541,-51.19149,"Rua Passo da Pátria, 406, Porto Alegre, RS, 90460-060",Porto Alegre,Bela Vista,Bistro,13027,Food
67,53c1981c498ea554b4b316cf,"[{'id': 16033, 'name': 'Dog Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/dogrun_', 'suffix': '.png'}}]",Cachorródromo da Encol,-30.035807,-51.187258,"Praça da Encol, Porto Alegre, RS",Porto Alegre,,Dog Park,16033,Professional & Other Places
68,50afd4b4e4b0733839d2d5a5,"[{'id': 11133, 'name': 'Pet Service', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pet_store_', 'suffix': '.png'}}]",Mundo à Parte - Reabilitacao Animal,-30.034983,-51.193932,"Porto Alegre, RS",Porto Alegre,,Pet Service,11133,Colleges & Universities
69,4b96f12ff964a5205eef34e3,"[{'id': 13276, 'name': 'Sushi Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}}]",Saikô,-30.037767,-51.187836,"Avenida Ijuí, 668, Porto Alegre, RS, 90460-200",Porto Alegre,,Sushi Restaurant,13276,Food
70,55bd6706498edda06ea21fcd,"[{'id': 16041, 'name': 'Plaza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/plaza_', 'suffix': '.png'}}]",Praça Central de Belem Novo,-30.21082,-51.182622,,,,Plaza,16041,Professional & Other Places
